//time hold_duration olliQty UdinQty
// slow - fast - slow - fast
136732 0.5 1 0
137212 0.5 1 0
137672 0.5 1 0
138212 0.5 1 0
138692 0.5 1 0
139212 0.5 1 0
139712 0.5 1 0
// jump point 8
140212 0.5 1 0
140692 0.5 1 0
141212 0.5 1 0
141712 0.5 1 0
142232 0.5 1 0
142692 0.5 1 0
143172 0.5 1 0
143632 0.5 1 0
144092 0.5 1 0
144612 0.5 1 0
145092 0.5 1 0
145552 0.5 1 0
146032 0.5 1 0
146532 0.5 1 0
147032 0.5 1 0
147532 0.5 1 0
148032 0.5 1 0
148512 0.5 1 0
149032 0.5 1 0
149552 0.5 1 0
150032 0.5 1 0
150531 0.5 1 0
151051 0.5 1 0
151551 0.5 1 0
152031 0.5 1 0
152491 0.5 1 0
153011 0.5 1 0
153471 0.5 1 0
153951 0.5 1 0
154431 0.5 1 0
154931 0.5 1 0
155511 0.5 1 0
155971 0.5 1 0
156451 0.5 1 0
156951 0.5 1 0
157451 0.5 1 0
// jump point 9
157951 0.5 1 0
158391 0.5 1 0
158891 0.5 1 0
159371 0.5 1 0
159871 0.5 1 0
160371 0.5 1 0
160871 0.5 1 0
161331 0.5 1 0
161831 0.5 1 0
162351 0.5 1 0
162851 0.5 1 0
163331 0.5 1 0
163831 0.5 1 0
164331 0.5 1 0
164851 0.5 1 0
165311 0.5 1 0
165811 0.5 1 0
166311 0.5 1 0
166831 0.5 1 0
167331 0.5 1 0
167791 0.5 1 0
168251 0.5 1 0
168731 0.5 1 0
169230 0.5 1 0
169730 0.5 1 0
170250 0.5 1 0
170750 0.5 1 0
171250 0.5 1 0
171690 0.5 1 0

171304 1.7 0 1
171524 1.5 0 1
171764 1.3 0 1
172004 1.1 0 1
172264 0.8 0 1
172724 0.5 1 0
