//time hold_duration olliQty UdinQty

// intro - slow
79199 0.5 0 1
79586 0.6 1 0
80026 0.6 1 0
80079 1.5 0 1
80466 0.6 1 0
80866 0.6 1 0
81266 0.6 1 0
81786 0.6 1 0
81799 0.5 0 1
82226 0.6 1 0
82639 0.5 0 1
82646 0.6 1 0
83046 0.6 1 0
83466 0.6 1 0
83539 1.5 0 1
83926 0.6 1 0
84326 0.6 1 0
84746 0.6 1 0
85166 0.6 1 0
85199 0.5 0 1
85626 0.6 1 0
86046 0.6 1 0
86059 0.5 0 1
86486 0.6 1 0
86905 0.6 1 0
86919 1.5 0 1
87306 0.6 1 0
87706 0.6 1 0
88146 0.6 1 0
88626 0.6 1 0
88659 0.5 0 1
89086 0.6 1 0
89486 0.6 1 0
89499 0.5 0 1
89886 0.6 1 0
90366 0.6 1 0
90379 1.5 0 1

// second part
90766 0.6 1 0
91186 0.6 1 0
91586 0.6 1 0
92046 0.6 1 0
92466 0.6 1 0
92926 0.6 1 0
93726 0.6 1 0
94606 0.6 1 0
95446 0.6 1 0
96286 0.6 1 0
97126 0.6 1 0
98006 0.6 1 0
98846 0.6 1 0
99326 0.6 1 0
99726 0.6 1 0
100166 0.6 1 0
100626 0.6 1 0
101026 0.6 1 0
101466 0.6 1 0
101846 0.6 1 0
102306 0.6 1 0
102706 0.6 1 0
103186 0.6 1 0
103566 0.6 1 0
104006 0.6 1 0
105746 0.6 1 0
105786 3.2 0 1
106166 0.6 1 0
106586 0.6 1 0
106986 0.6 1 0
107406 0.6 1 0
107846 0.6 1 0
108266 0.6 1 0
108706 0.6 1 0
109126 0.6 1 0
109166 3.2 0 1
109545 0.6 1 0
109986 0.6 1 0
110446 0.6 1 0
110866 0.6 1 0
111306 0.6 1 0
111706 0.6 1 0
112126 0.6 1 0
112566 0.6 1 0
112606 3.2 0 1
112986 0.6 1 0
113406 0.6 1 0
113846 0.6 1 0
114286 0.6 1 0
114746 0.6 1 0
115126 0.6 1 0
115566 0.6 1 0
116026 0.6 1 0
116027 3.2 0 1
116446 0.6 1 0
116866 0.6 1 0
117266 0.6 1 0
117686 0.6 1 0
118086 0.6 1 0
118526 0.6 1 0
119426 0.6 1 0
119866 0.6 1 0
120286 0.6 1 0
120686 0.6 1 0
121146 0.6 1 0
121546 0.6 1 0
121966 0.6 1 0
122386 0.6 1 0
122826 0.6 1 0
123666 0.6 1 0
124126 0.6 1 0
124526 0.6 1 0
124966 0.6 1 0
125386 0.6 1 0
125806 0.6 1 0
126706 0.6 1 0
127146 0.6 1 0
127566 0.6 1 0
128006 0.6 1 0
128426 0.6 1 0
128846 0.6 1 0
129266 0.6 1 0
130066 0.6 1 0
130526 0.6 1 0
130946 0.6 1 0
131386 0.6 1 0
131866 0.6 1 0
132286 0.6 1 0
133126 0.6 1 0
133166 3.2 0 1
133546 0.6 1 0
133966 0.6 1 0
134426 0.6 1 0
134866 0.6 1 0
135346 0.6 1 0
135706 0.6 1 0
136146 0.6 1 0
136606 3.2 0 1
136626 0.6 1 0
137026 0.6 1 0
137486 0.6 1 0
137886 0.6 1 0
138306 0.6 1 0
138766 0.6 1 0
139126 0.6 1 0
139546 0.6 1 0
140026 0.6 1 0
140027 3.2 0 1
140466 0.6 1 0
140886 0.6 1 0
141286 0.6 1 0
141746 0.6 1 0
142166 0.6 1 0
142606 0.6 1 0
143006 0.6 1 0
143406 3.2 0 1
143466 0.6 1 0
143886 0.6 1 0
144286 0.6 1 0
144686 0.6 1 0
145106 0.6 1 0
145566 0.6 1 0
146006 0.6 1 0
146846 0.6 1 0
147246 0.6 1 0
147726 0.6 1 0
148166 0.6 1 0
148626 0.6 1 0
149046 0.6 1 0
149466 0.6 1 0
149926 0.6 1 0
150326 0.6 1 0
150766 0.6 1 0
151166 0.6 1 0
151586 0.6 1 0
152026 0.6 1 0

// end
152485 0.6 1 0
152865 0.6 1 0
153825 0.6 1 0
154205 0.6 1 0
155405 0.6 1 0
155865 0.6 1 0
157145 0.6 1 0
157585 0.6 1 0
158805 0.6 1 0
159265 0.6 1 0
159705 0.6 1 0
160705 1 0 1
